"","X","meta","color_chip_size","median_color_chip_height","median_color_chip_width","num_mask_shapes","horizontal_reference_position","height_above_reference","height_below_reference","area_above_reference","percent_area_above_reference","area_below_reference","percent_area_below_reference","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","hue_circular_mean","hue_circular_std","hue_median"
"103",103,"/file/path/snapshot1452/VIS_SV_0_z1_h1_g0_e65_v500_new_1322_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,"/file/path/snapshot1452/VIS_SV_90_z1_h1_g0_e65_v500_new_1323_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,"/file/path/snapshot1453/VIS_SV_0_z1_h1_g0_e65_v500_new_1328_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,"/file/path/snapshot1453/VIS_SV_90_z1_h1_g0_e65_v500_new_1329_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,"/file/path/snapshot1454/VIS_SV_0_z1_h1_g0_e65_v500_new_1334_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,"/file/path/snapshot1454/VIS_SV_90_z1_h1_g0_e65_v500_new_1335_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,"/file/path/snapshot1455/VIS_SV_0_z1_h1_g0_e65_v500_new_1340_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,"/file/path/snapshot1455/VIS_SV_90_z1_h1_g0_e65_v500_new_1341_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,"/file/path/snapshot1456/VIS_SV_0_z1_h1_g0_e65_v500_new_1346_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,"/file/path/snapshot1456/VIS_SV_90_z1_h1_g0_e65_v500_new_1347_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,"/file/path/snapshot1457/VIS_SV_0_z1_h1_g0_e65_v500_new_1352_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"/file/path/snapshot1457/VIS_SV_90_z1_h1_g0_e65_v500_new_1353_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,"/file/path/snapshot1458/VIS_SV_0_z1_h1_g0_e65_v500_new_1358_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,"/file/path/snapshot1458/VIS_SV_90_z1_h1_g0_e65_v500_new_1359_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,"/file/path/snapshot1459/VIS_SV_0_z1_h1_g0_e65_v500_new_1361_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,"/file/path/snapshot1459/VIS_SV_90_z1_h1_g0_e65_v500_new_1362_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,"/file/path/snapshot1460/VIS_SV_0_z1_h1_g0_e65_v500_new_1370_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,"/file/path/snapshot1460/VIS_SV_90_z1_h1_g0_e65_v500_new_1371_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,"/file/path/snapshot1461/VIS_SV_0_z1_h1_g0_e65_v500_new_1376_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"/file/path/snapshot1461/VIS_SV_90_z1_h1_g0_e65_v500_new_1377_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,"/file/path/snapshot1462/VIS_SV_0_z1_h1_g0_e65_v500_new_1382_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,"/file/path/snapshot1462/VIS_SV_90_z1_h1_g0_e65_v500_new_1383_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,"/file/path/snapshot1463/VIS_SV_0_z1_h1_g0_e65_v500_new_1388_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,"/file/path/snapshot1463/VIS_SV_90_z1_h1_g0_e65_v500_new_1389_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"/file/path/snapshot1464/VIS_SV_0_z1_h1_g0_e65_v500_new_1394_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,"/file/path/snapshot1464/VIS_SV_90_z1_h1_g0_e65_v500_new_1395_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,"/file/path/snapshot1465/VIS_SV_0_z1_h1_g0_e65_v500_new_1400_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,"/file/path/snapshot1465/VIS_SV_90_z1_h1_g0_e65_v500_new_1401_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"/file/path/snapshot1466/VIS_SV_0_z1_h1_g0_e65_v500_new_1406_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"/file/path/snapshot1466/VIS_SV_90_z1_h1_g0_e65_v500_new_1407_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"/file/path/snapshot1467/VIS_SV_0_z1_h1_g0_e65_v500_new_1412_0.png",1296.5,37,37,1,1365,43,0,980,100,0,0,TRUE,980,945,1.03703703703704,122.183765530586,28,43,313,17,TRUE,46.7722244262695,26.15771484375,11.4209184646606,0.828994033441936,81.8659971968715,30.4338344187448,80
"134",134,"/file/path/snapshot1467/VIS_SV_90_z1_h1_g0_e65_v500_new_1413_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,"/file/path/snapshot1468/VIS_SV_0_z1_h1_g0_e65_v500_new_1418_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,"/file/path/snapshot1468/VIS_SV_90_z1_h1_g0_e65_v500_new_1419_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,"/file/path/snapshot1469/VIS_SV_0_z1_h1_g0_e65_v500_new_1424_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,"/file/path/snapshot1469/VIS_SV_90_z1_h1_g0_e65_v500_new_1425_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,"/file/path/snapshot1470/VIS_SV_0_z1_h1_g0_e65_v500_new_1430_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,"/file/path/snapshot1470/VIS_SV_90_z1_h1_g0_e65_v500_new_1431_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,"/file/path/snapshot1471/VIS_SV_0_z1_h1_g0_e65_v500_new_1433_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,"/file/path/snapshot1471/VIS_SV_90_z1_h1_g0_e65_v500_new_1434_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,"/file/path/snapshot1472/VIS_SV_0_z1_h1_g0_e65_v500_new_1442_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,"/file/path/snapshot1472/VIS_SV_90_z1_h1_g0_e65_v500_new_1443_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,"/file/path/snapshot1473/VIS_SV_0_z1_h1_g0_e65_v500_new_1448_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,"/file/path/snapshot1473/VIS_SV_90_z1_h1_g0_e65_v500_new_1449_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"/file/path/snapshot1474/VIS_SV_0_z1_h1_g0_e65_v500_new_1454_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,"/file/path/snapshot1474/VIS_SV_90_z1_h1_g0_e65_v500_new_1455_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,"/file/path/snapshot1475/VIS_SV_0_z1_h1_g0_e65_v500_new_1457_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,"/file/path/snapshot1475/VIS_SV_90_z1_h1_g0_e65_v500_new_1458_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"/file/path/snapshot1476/VIS_SV_0_z1_h1_g0_e65_v500_new_1466_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,"/file/path/snapshot1476/VIS_SV_90_z1_h1_g0_e65_v500_new_1467_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"/file/path/snapshot1477/VIS_SV_0_z1_h1_g0_e65_v500_new_1472_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,"/file/path/snapshot1477/VIS_SV_90_z1_h1_g0_e65_v500_new_1473_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,"/file/path/snapshot1478/VIS_SV_0_z1_h1_g0_e65_v500_new_1478_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,"/file/path/snapshot1478/VIS_SV_90_z1_h1_g0_e65_v500_new_1479_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"/file/path/snapshot1479/VIS_SV_0_z1_h1_g0_e65_v500_new_1484_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,"/file/path/snapshot1479/VIS_SV_90_z1_h1_g0_e65_v500_new_1485_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"/file/path/snapshot1480/VIS_SV_0_z1_h1_g0_e65_v500_new_1490_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"/file/path/snapshot1480/VIS_SV_90_z1_h1_g0_e65_v500_new_1491_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,"/file/path/snapshot1481/VIS_SV_0_z1_h1_g0_e65_v500_new_1496_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,"/file/path/snapshot1481/VIS_SV_90_z1_h1_g0_e65_v500_new_1497_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,"/file/path/snapshot1482/VIS_SV_0_z1_h1_g0_e65_v500_new_1502_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,"/file/path/snapshot1482/VIS_SV_90_z1_h1_g0_e65_v500_new_1503_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,"/file/path/snapshot1483/VIS_SV_0_z1_h1_g0_e65_v500_new_1508_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,"/file/path/snapshot1483/VIS_SV_90_z1_h1_g0_e65_v500_new_1509_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,"/file/path/snapshot1484/VIS_SV_0_z1_h1_g0_e65_v500_new_1514_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"/file/path/snapshot1484/VIS_SV_90_z1_h1_g0_e65_v500_new_1515_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,"/file/path/snapshot1485/VIS_SV_0_z1_h1_g0_e65_v500_new_1520_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"/file/path/snapshot1485/VIS_SV_90_z1_h1_g0_e65_v500_new_1521_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,"/file/path/snapshot1486/VIS_SV_0_z1_h1_g0_e65_v500_new_1526_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,"/file/path/snapshot1486/VIS_SV_90_z1_h1_g0_e65_v500_new_1527_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,"/file/path/snapshot1487/VIS_SV_0_z1_h1_g0_e65_v500_new_1532_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,"/file/path/snapshot1487/VIS_SV_90_z1_h1_g0_e65_v500_new_1533_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,"/file/path/snapshot1488/VIS_SV_0_z1_h1_g0_e65_v500_new_1538_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,"/file/path/snapshot1488/VIS_SV_90_z1_h1_g0_e65_v500_new_1539_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,"/file/path/snapshot1489/VIS_SV_0_z1_h1_g0_e65_v500_new_1544_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,"/file/path/snapshot1489/VIS_SV_90_z1_h1_g0_e65_v500_new_1545_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,"/file/path/snapshot1490/VIS_SV_0_z1_h1_g0_e65_v500_new_1550_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"/file/path/snapshot1490/VIS_SV_90_z1_h1_g0_e65_v500_new_1551_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"/file/path/snapshot1491/VIS_SV_0_z1_h1_g0_e65_v500_new_1556_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,"/file/path/snapshot1491/VIS_SV_90_z1_h1_g0_e65_v500_new_1557_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,"/file/path/snapshot1492/VIS_SV_0_z1_h1_g0_e65_v500_new_1559_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,"/file/path/snapshot1492/VIS_SV_90_z1_h1_g0_e65_v500_new_1560_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"/file/path/snapshot1493/VIS_SV_0_z1_h1_g0_e65_v500_new_1568_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"/file/path/snapshot1493/VIS_SV_90_z1_h1_g0_e65_v500_new_1569_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,"/file/path/snapshot1494/VIS_SV_0_z1_h1_g0_e65_v500_new_1574_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"/file/path/snapshot1494/VIS_SV_90_z1_h1_g0_e65_v500_new_1575_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,"/file/path/snapshot1495/VIS_SV_0_z1_h1_g0_e65_v500_new_1580_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,"/file/path/snapshot1495/VIS_SV_90_z1_h1_g0_e65_v500_new_1581_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"/file/path/snapshot1496/VIS_SV_0_z1_h1_g0_e65_v500_new_1586_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,"/file/path/snapshot1496/VIS_SV_90_z1_h1_g0_e65_v500_new_1587_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,"/file/path/snapshot1497/VIS_SV_0_z1_h1_g0_e65_v500_new_1592_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,"/file/path/snapshot1497/VIS_SV_90_z1_h1_g0_e65_v500_new_1593_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"/file/path/snapshot1498/VIS_SV_0_z1_h1_g0_e65_v500_new_1598_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,"/file/path/snapshot1498/VIS_SV_90_z1_h1_g0_e65_v500_new_1599_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,"/file/path/snapshot1499/VIS_SV_0_z1_h1_g0_e65_v500_new_1604_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,"/file/path/snapshot1499/VIS_SV_90_z1_h1_g0_e65_v500_new_1605_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,"/file/path/snapshot1500/VIS_SV_0_z1_h1_g0_e65_v500_new_1607_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"/file/path/snapshot1500/VIS_SV_90_z1_h1_g0_e65_v500_new_1608_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,"/file/path/snapshot1501/VIS_SV_0_z1_h1_g0_e65_v500_new_1616_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,"/file/path/snapshot1501/VIS_SV_90_z1_h1_g0_e65_v500_new_1617_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,"/file/path/snapshot1502/VIS_SV_0_z1_h1_g0_e65_v500_new_1622_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,"/file/path/snapshot1502/VIS_SV_90_z1_h1_g0_e65_v500_new_1623_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
